Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen801
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen801
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen801:162898] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1612558629.381319] [lassen801:162898:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen801:162898] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen801:162898] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.025, s0 -11.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 3.8068759989956474e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:330: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        2.5e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=2.5e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=4.3546 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=833.188
step.max=727 | t_sim.max=0.00018175 | t_step.max=1.09546 | min_pressure=56.917 | max_pressure=482.512 | min_temperature=220.174 | max_temperature=459.676 | memory_usage.max=2043.06
step.max=728 | t_sim.max=0.000182 | t_step.max=1.09573 | min_pressure=39.5948 | max_pressure=482.506 | min_temperature=166.273 | max_temperature=459.675 | memory_usage.max=2043.06
step.max=729 | t_sim.max=0.00018225 | t_step.max=1.09608 | min_pressure=28.0593 | max_pressure=482.5 | min_temperature=122.373 | max_temperature=459.674 | memory_usage.max=2043.06
step.max=730 | t_sim.max=0.0001825 | t_step.max=1.09569 | min_pressure=28.2473 | max_pressure=482.494 | min_temperature=119.204 | max_temperature=459.672 | memory_usage.max=2047.12
step.max=731 | t_sim.max=0.00018275 | t_step.max=1.10076 | min_pressure=43.1541 | max_pressure=482.488 | min_temperature=163.115 | max_temperature=459.671 | memory_usage.max=2047.12
step.max=732 | t_sim.max=0.000183 | t_step.max=1.09626 | min_pressure=71.8079 | max_pressure=482.482 | min_temperature=228.588 | max_temperature=459.67 | memory_usage.max=2051.19
step.max=733 | t_sim.max=0.00018325 | t_step.max=1.09625 | min_pressure=81.1547 | max_pressure=482.476 | min_temperature=273.834 | max_temperature=459.668 | memory_usage.max=2051.69
step.max=734 | t_sim.max=0.0001835 | t_step.max=1.09625 | min_pressure=65.2684 | max_pressure=482.47 | min_temperature=241.491 | max_temperature=459.667 | memory_usage.max=2051.69
step.max=735 | t_sim.max=0.00018375 | t_step.max=1.09636 | min_pressure=47.3418 | max_pressure=482.463 | min_temperature=192.021 | max_temperature=459.666 | memory_usage.max=2055.81
step.max=736 | t_sim.max=0.000184 | t_step.max=1.09629 | min_pressure=32.2876 | max_pressure=482.457 | min_temperature=139.405 | max_temperature=459.665 | memory_usage.max=2055.81
step.max=737 | t_sim.max=0.00018425 | t_step.max=1.09626 | min_pressure=26.3744 | max_pressure=482.451 | min_temperature=114.161 | max_temperature=459.663 | memory_usage.max=2055.81
step.max=738 | t_sim.max=0.0001845 | t_step.max=1.09827 | min_pressure=34.3197 | max_pressure=482.445 | min_temperature=137.811 | max_temperature=459.662 | memory_usage.max=2059.94
step.max=739 | t_sim.max=0.00018475 | t_step.max=1.09666 | min_pressure=56.8302 | max_pressure=482.439 | min_temperature=197.446 | max_temperature=459.661 | memory_usage.max=2059.94
step.max=740 | t_sim.max=0.000185 | t_step.max=1.09648 | min_pressure=87.1538 | max_pressure=482.433 | min_temperature=260.125 | max_temperature=459.659 | memory_usage.max=2063.62
step.max=741 | t_sim.max=0.00018525 | t_step.max=1.09585 | min_pressure=73.1204 | max_pressure=482.427 | min_temperature=258.811 | max_temperature=459.658 | memory_usage.max=2063.62
step.max=742 | t_sim.max=0.0001855 | t_step.max=1.09658 | min_pressure=55.6869 | max_pressure=482.421 | min_temperature=216.781 | max_temperature=459.657 | memory_usage.max=2063.62
step.max=743 | t_sim.max=0.00018575 | t_step.max=1.09621 | min_pressure=38.5302 | max_pressure=482.415 | min_temperature=162.526 | max_temperature=459.655 | memory_usage.max=2067.62
step.max=744 | t_sim.max=0.000186 | t_step.max=1.09667 | min_pressure=27.5901 | max_pressure=482.408 | min_temperature=120.389 | max_temperature=459.654 | memory_usage.max=2067.62
step.max=745 | t_sim.max=0.00018625 | t_step.max=1.09573 | min_pressure=28.7104 | max_pressure=482.402 | min_temperature=120.587 | max_temperature=459.653 | memory_usage.max=2071
step.max=746 | t_sim.max=0.0001865 | t_step.max=1.09574 | min_pressure=44.612 | max_pressure=482.396 | min_temperature=167.028 | max_temperature=459.652 | memory_usage.max=2071.44
step.max=747 | t_sim.max=0.00018675 | t_step.max=1.09619 | min_pressure=74.138 | max_pressure=482.39 | min_temperature=232.376 | max_temperature=459.65 | memory_usage.max=2071.44
step.max=748 | t_sim.max=0.000187 | t_step.max=1.09527 | min_pressure=80.1992 | max_pressure=482.384 | min_temperature=272.186 | max_temperature=459.649 | memory_usage.max=2075
step.max=749 | t_sim.max=0.00018725 | t_step.max=1.09494 | min_pressure=64.0627 | max_pressure=482.378 | min_temperature=238.594 | max_temperature=459.648 | memory_usage.max=2075
step.max=750 | t_sim.max=0.0001875 | t_step.max=1.21454 | min_pressure=46.1303 | max_pressure=482.372 | min_temperature=188.172 | max_temperature=459.646 | memory_usage.max=2079.06
step.max=751 | t_sim.max=0.00018775 | t_step.max=1.09564 | min_pressure=31.4798 | max_pressure=482.366 | min_temperature=136.271 | max_temperature=459.645 | memory_usage.max=2083.56
step.max=752 | t_sim.max=0.000188 | t_step.max=1.09559 | min_pressure=26.3847 | max_pressure=482.36 | min_temperature=113.942 | max_temperature=459.644 | memory_usage.max=2083.56
step.max=753 | t_sim.max=0.00018825 | t_step.max=1.09527 | min_pressure=35.3529 | max_pressure=482.354 | min_temperature=140.877 | max_temperature=459.642 | memory_usage.max=2083.56
step.max=754 | t_sim.max=0.0001885 | t_step.max=1.09581 | min_pressure=58.8057 | max_pressure=482.348 | min_temperature=201.953 | max_temperature=459.641 | memory_usage.max=2087.06
step.max=755 | t_sim.max=0.00018875 | t_step.max=1.09501 | min_pressure=86.3294 | max_pressure=482.342 | min_temperature=264.151 | max_temperature=459.64 | memory_usage.max=2087.06
step.max=756 | t_sim.max=0.000189 | t_step.max=1.09537 | min_pressure=71.9936 | max_pressure=482.335 | min_temperature=256.484 | max_temperature=459.639 | memory_usage.max=2087.06
step.max=757 | t_sim.max=0.00018925 | t_step.max=1.09596 | min_pressure=54.4123 | max_pressure=482.329 | min_temperature=213.195 | max_temperature=459.637 | memory_usage.max=2091.19
step.max=758 | t_sim.max=0.0001895 | t_step.max=1.09627 | min_pressure=37.4597 | max_pressure=482.323 | min_temperature=158.705 | max_temperature=459.636 | memory_usage.max=2091.19
step.max=759 | t_sim.max=0.00018975 | t_step.max=1.0957 | min_pressure=27.1707 | max_pressure=482.317 | min_temperature=118.574 | max_temperature=459.635 | memory_usage.max=2095.06
step.max=760 | t_sim.max=0.00019 | t_step.max=1.09577 | min_pressure=29.275 | max_pressure=482.311 | min_temperature=122.302 | max_temperature=459.633 | memory_usage.max=2095.06
step.max=761 | t_sim.max=0.00019025 | t_step.max=1.09586 | min_pressure=46.202 | max_pressure=482.305 | min_temperature=171.222 | max_temperature=459.632 | memory_usage.max=2095.06
step.max=762 | t_sim.max=0.0001905 | t_step.max=1.09532 | min_pressure=76.6138 | max_pressure=482.299 | min_temperature=236.338 | max_temperature=459.631 | memory_usage.max=2099.19
step.max=763 | t_sim.max=0.00019075 | t_step.max=1.09498 | min_pressure=79.1893 | max_pressure=482.293 | min_temperature=270.401 | max_temperature=459.629 | memory_usage.max=2099.19
step.max=764 | t_sim.max=0.000191 | t_step.max=1.11135 | min_pressure=62.807 | max_pressure=482.287 | min_temperature=235.511 | max_temperature=459.628 | memory_usage.max=2099.19
step.max=765 | t_sim.max=0.00019125 | t_step.max=1.09617 | min_pressure=44.8962 | max_pressure=482.281 | min_temperature=184.184 | max_temperature=459.627 | memory_usage.max=2102.44
step.max=766 | t_sim.max=0.0001915 | t_step.max=1.09622 | min_pressure=30.6984 | max_pressure=482.275 | min_temperature=133.2 | max_temperature=459.626 | memory_usage.max=2102.44
step.max=767 | t_sim.max=0.00019175 | t_step.max=1.09624 | min_pressure=26.4766 | max_pressure=482.269 | min_temperature=114.014 | max_temperature=459.624 | memory_usage.max=2102.44
step.max=768 | t_sim.max=0.000192 | t_step.max=1.09601 | min_pressure=36.5064 | max_pressure=482.263 | min_temperature=144.267 | max_temperature=459.623 | memory_usage.max=2106.56
step.max=769 | t_sim.max=0.00019225 | t_step.max=1.09567 | min_pressure=60.9197 | max_pressure=482.257 | min_temperature=206.665 | max_temperature=459.622 | memory_usage.max=2108.31
step.max=770 | t_sim.max=0.0001925 | t_step.max=1.09545 | min_pressure=85.4537 | max_pressure=482.251 | min_temperature=268.318 | max_temperature=459.62 | memory_usage.max=2109.75
step.max=771 | t_sim.max=0.00019275 | t_step.max=1.09591 | min_pressure=70.8124 | max_pressure=482.245 | min_temperature=253.986 | max_temperature=459.619 | memory_usage.max=2109.75
step.max=772 | t_sim.max=0.000193 | t_step.max=1.09632 | min_pressure=53.1005 | max_pressure=482.239 | min_temperature=209.43 | max_temperature=459.618 | memory_usage.max=2109.75
step.max=773 | t_sim.max=0.00019325 | t_step.max=1.09677 | min_pressure=36.393 | max_pressure=482.233 | min_temperature=154.842 | max_temperature=459.617 | memory_usage.max=2113.75
step.max=774 | t_sim.max=0.0001935 | t_step.max=1.10279 | min_pressure=26.8099 | max_pressure=482.226 | min_temperature=116.965 | max_temperature=459.615 | memory_usage.max=2113.75
step.max=775 | t_sim.max=0.00019375 | t_step.max=1.0961 | min_pressure=29.9456 | max_pressure=482.22 | min_temperature=124.358 | max_temperature=459.614 | memory_usage.max=2118.06
step.max=776 | t_sim.max=0.000194 | t_step.max=1.09673 | min_pressure=47.9224 | max_pressure=482.214 | min_temperature=175.677 | max_temperature=459.613 | memory_usage.max=2118.06
step.max=777 | t_sim.max=0.00019425 | t_step.max=1.09566 | min_pressure=79.2281 | max_pressure=482.208 | min_temperature=240.461 | max_temperature=459.611 | memory_usage.max=2120.56
step.max=778 | t_sim.max=0.0001945 | t_step.max=1.09583 | min_pressure=78.1231 | max_pressure=482.202 | min_temperature=268.47 | max_temperature=459.61 | memory_usage.max=2120.56
step.max=779 | t_sim.max=0.00019475 | t_step.max=1.09593 | min_pressure=61.5024 | max_pressure=482.196 | min_temperature=232.236 | max_temperature=459.609 | memory_usage.max=2120.56
step.max=780 | t_sim.max=0.000195 | t_step.max=1.09835 | min_pressure=43.6447 | max_pressure=482.19 | min_temperature=180.07 | max_temperature=459.608 | memory_usage.max=2124.25
step.max=781 | t_sim.max=0.00019525 | t_step.max=1.0954 | min_pressure=29.951 | max_pressure=482.184 | min_temperature=130.223 | max_temperature=459.606 | memory_usage.max=2126.94
step.max=782 | t_sim.max=0.0001955 | t_step.max=1.0952 | min_pressure=26.6557 | max_pressure=482.178 | min_temperature=114.396 | max_temperature=459.605 | memory_usage.max=2126.94
step.max=783 | t_sim.max=0.00019575 | t_step.max=1.09564 | min_pressure=37.7805 | max_pressure=482.172 | min_temperature=147.968 | max_temperature=459.604 | memory_usage.max=2129.44
step.max=784 | t_sim.max=0.000196 | t_step.max=1.09537 | min_pressure=63.1673 | max_pressure=482.166 | min_temperature=211.552 | max_temperature=459.602 | memory_usage.max=2129.44
step.max=785 | t_sim.max=0.00019625 | t_step.max=1.09541 | min_pressure=84.5275 | max_pressure=482.16 | min_temperature=272.588 | max_temperature=459.601 | memory_usage.max=2133.5
step.max=786 | t_sim.max=0.0001965 | t_step.max=1.0967 | min_pressure=69.5795 | max_pressure=482.154 | min_temperature=251.316 | max_temperature=459.6 | memory_usage.max=2133.5
step.max=787 | t_sim.max=0.00019675 | t_step.max=1.09661 | min_pressure=51.757 | max_pressure=482.148 | min_temperature=205.496 | max_temperature=459.599 | memory_usage.max=2136.62
step.max=788 | t_sim.max=0.000197 | t_step.max=1.09565 | min_pressure=35.3382 | max_pressure=482.142 | min_temperature=150.967 | max_temperature=459.597 | memory_usage.max=2136.94
step.max=789 | t_sim.max=0.00019725 | t_step.max=1.09574 | min_pressure=26.5154 | max_pressure=482.136 | min_temperature=115.595 | max_temperature=459.596 | memory_usage.max=2136.94
step.max=790 | t_sim.max=0.0001975 | t_step.max=1.09562 | min_pressure=30.7255 | max_pressure=482.13 | min_temperature=126.757 | max_temperature=459.595 | memory_usage.max=2140.81
step.max=791 | t_sim.max=0.00019775 | t_step.max=1.09595 | min_pressure=49.7711 | max_pressure=482.124 | min_temperature=180.366 | max_temperature=459.593 | memory_usage.max=2140.81
step.max=792 | t_sim.max=0.000198 | t_step.max=1.09592 | min_pressure=81.9976 | max_pressure=482.118 | min_temperature=244.797 | max_temperature=459.592 | memory_usage.max=2140.81
step.max=793 | t_sim.max=0.00019825 | t_step.max=1.09615 | min_pressure=77.0045 | max_pressure=482.112 | min_temperature=266.394 | max_temperature=459.591 | memory_usage.max=2144.94
step.max=794 | t_sim.max=0.0001985 | t_step.max=1.09637 | min_pressure=60.1529 | max_pressure=482.106 | min_temperature=228.774 | max_temperature=459.59 | memory_usage.max=2144.94
step.max=795 | t_sim.max=0.00019875 | t_step.max=1.09624 | min_pressure=42.3811 | max_pressure=482.1 | min_temperature=175.847 | max_temperature=459.588 | memory_usage.max=2148.44
step.max=796 | t_sim.max=0.000199 | t_step.max=1.09563 | min_pressure=29.2429 | max_pressure=482.094 | min_temperature=127.365 | max_temperature=459.587 | memory_usage.max=2148.44
step.max=797 | t_sim.max=0.00019925 | t_step.max=1.09554 | min_pressure=26.9246 | max_pressure=482.088 | min_temperature=115.095 | max_temperature=459.586 | memory_usage.max=2148.44
step.max=798 | t_sim.max=0.0001995 | t_step.max=1.09543 | min_pressure=39.1731 | max_pressure=482.082 | min_temperature=151.955 | max_temperature=459.584 | memory_usage.max=2152.56
step.max=799 | t_sim.max=0.00019975 | t_step.max=1.09535 | min_pressure=65.5512 | max_pressure=482.076 | min_temperature=216.61 | max_temperature=459.583 | memory_usage.max=2152.56
step.max=800 | t_sim.max=0.0002 | t_step.max=1.21239 | min_pressure=83.5524 | max_pressure=482.07 | min_temperature=276.987 | max_temperature=459.582 | memory_usage.max=2156.44
step.max=801 | t_sim.max=0.00020025 | t_step.max=1.09529 | min_pressure=68.2975 | max_pressure=482.064 | min_temperature=248.471 | max_temperature=459.581 | memory_usage.max=2160.94
step.max=802 | t_sim.max=0.0002005 | t_step.max=1.09572 | min_pressure=50.3864 | max_pressure=482.058 | min_temperature=201.403 | max_temperature=459.579 | memory_usage.max=2160.94
step.max=803 | t_sim.max=0.00020075 | t_step.max=1.09551 | min_pressure=34.3015 | max_pressure=482.052 | min_temperature=147.106 | max_temperature=459.578 | memory_usage.max=2160.94
step.max=804 | t_sim.max=0.000201 | t_step.max=1.09586 | min_pressure=26.2924 | max_pressure=482.046 | min_temperature=114.484 | max_temperature=459.577 | memory_usage.max=2165
step.max=805 | t_sim.max=0.00020125 | t_step.max=1.09515 | min_pressure=31.6155 | max_pressure=482.04 | min_temperature=129.49 | max_temperature=459.575 | memory_usage.max=2165
step.max=806 | t_sim.max=0.0002015 | t_step.max=1.09528 | min_pressure=51.7442 | max_pressure=482.034 | min_temperature=185.262 | max_temperature=459.574 | memory_usage.max=2165
step.max=807 | t_sim.max=0.00020175 | t_step.max=1.09472 | min_pressure=84.664 | max_pressure=482.028 | min_temperature=249.289 | max_temperature=459.573 | memory_usage.max=2169.12
step.max=808 | t_sim.max=0.000202 | t_step.max=1.09515 | min_pressure=75.8357 | max_pressure=482.022 | min_temperature=264.173 | max_temperature=459.572 | memory_usage.max=2169.12
step.max=809 | t_sim.max=0.00020225 | t_step.max=1.11184 | min_pressure=58.7632 | max_pressure=482.016 | min_temperature=225.13 | max_temperature=459.57 | memory_usage.max=2173.25
step.max=810 | t_sim.max=0.0002025 | t_step.max=1.09599 | min_pressure=41.1122 | max_pressure=482.01 | min_temperature=171.537 | max_temperature=459.569 | memory_usage.max=2173.81
step.max=811 | t_sim.max=0.00020275 | t_step.max=1.09531 | min_pressure=28.5812 | max_pressure=482.004 | min_temperature=124.656 | max_temperature=459.568 | memory_usage.max=2176.5
step.max=812 | t_sim.max=0.000203 | t_step.max=1.095 | min_pressure=27.2878 | max_pressure=481.998 | min_temperature=116.124 | max_temperature=459.567 | memory_usage.max=2176.5
step.max=813 | t_sim.max=0.00020325 | t_step.max=1.09492 | min_pressure=40.6835 | max_pressure=481.992 | min_temperature=156.212 | max_temperature=459.565 | memory_usage.max=2176.5
step.max=814 | t_sim.max=0.0002035 | t_step.max=1.09504 | min_pressure=68.0898 | max_pressure=481.986 | min_temperature=221.878 | max_temperature=459.564 | memory_usage.max=2176.5
step.max=815 | t_sim.max=0.00020375 | t_step.max=1.09523 | min_pressure=82.5315 | max_pressure=481.98 | min_temperature=276.121 | max_temperature=459.563 | memory_usage.max=2179.81
step.max=816 | t_sim.max=0.000204 | t_step.max=1.10242 | min_pressure=66.9701 | max_pressure=481.974 | min_temperature=245.454 | max_temperature=459.561 | memory_usage.max=2179.81
step.max=817 | t_sim.max=0.00020425 | t_step.max=1.09602 | min_pressure=48.9936 | max_pressure=481.969 | min_temperature=197.161 | max_temperature=459.56 | memory_usage.max=2183.25
step.max=818 | t_sim.max=0.0002045 | t_step.max=1.09569 | min_pressure=33.2883 | max_pressure=481.963 | min_temperature=143.281 | max_temperature=459.559 | memory_usage.max=2183.62
step.max=819 | t_sim.max=0.00020475 | t_step.max=1.09548 | min_pressure=26.1449 | max_pressure=481.957 | min_temperature=113.649 | max_temperature=459.558 | memory_usage.max=2186.12
step.max=820 | t_sim.max=0.000205 | t_step.max=1.09516 | min_pressure=32.6159 | max_pressure=481.951 | min_temperature=132.545 | max_temperature=459.556 | memory_usage.max=2186.12
step.max=821 | t_sim.max=0.00020525 | t_step.max=1.09531 | min_pressure=53.8379 | max_pressure=481.945 | min_temperature=190.335 | max_temperature=459.555 | memory_usage.max=2186.12
step.max=822 | t_sim.max=0.0002055 | t_step.max=1.09815 | min_pressure=87.4512 | max_pressure=481.939 | min_temperature=253.99 | max_temperature=459.554 | memory_usage.max=2189.88
step.max=823 | t_sim.max=0.00020575 | t_step.max=1.09503 | min_pressure=74.6189 | max_pressure=481.933 | min_temperature=261.801 | max_temperature=459.553 | memory_usage.max=2192.56
step.max=824 | t_sim.max=0.000206 | t_step.max=1.09547 | min_pressure=57.338 | max_pressure=481.927 | min_temperature=221.308 | max_temperature=459.551 | memory_usage.max=2192.56
step.max=825 | t_sim.max=0.00020625 | t_step.max=1.09602 | min_pressure=39.8446 | max_pressure=481.921 | min_temperature=167.16 | max_temperature=459.55 | memory_usage.max=2195.12
step.max=826 | t_sim.max=0.0002065 | t_step.max=1.09516 | min_pressure=27.9725 | max_pressure=481.915 | min_temperature=122.125 | max_temperature=459.549 | memory_usage.max=2195.12
step.max=827 | t_sim.max=0.00020675 | t_step.max=1.09506 | min_pressure=27.7487 | max_pressure=481.909 | min_temperature=117.488 | max_temperature=459.547 | memory_usage.max=2195.12
step.max=828 | t_sim.max=0.000207 | t_step.max=1.09631 | min_pressure=42.3108 | max_pressure=481.903 | min_temperature=160.717 | max_temperature=459.546 | memory_usage.max=2199.19
step.max=829 | t_sim.max=0.00020725 | t_step.max=1.09565 | min_pressure=70.7464 | max_pressure=481.897 | min_temperature=226.658 | max_temperature=459.545 | memory_usage.max=2201.88
step.max=830 | t_sim.max=0.0002075 | t_step.max=1.09548 | min_pressure=81.4621 | max_pressure=481.891 | min_temperature=274.338 | max_temperature=459.544 | memory_usage.max=2202.25
step.max=831 | t_sim.max=0.00020775 | t_step.max=1.0951 | min_pressure=65.5998 | max_pressure=481.885 | min_temperature=242.259 | max_temperature=459.542 | memory_usage.max=2202.25
step.max=832 | t_sim.max=0.000208 | t_step.max=1.09547 | min_pressure=47.5872 | max_pressure=481.879 | min_temperature=192.792 | max_temperature=459.541 | memory_usage.max=2205.81
step.max=833 | t_sim.max=0.00020825 | t_step.max=1.09479 | min_pressure=32.3109 | max_pressure=481.873 | min_temperature=139.54 | max_temperature=459.54 | memory_usage.max=2205.81
step.max=834 | t_sim.max=0.0002085 | t_step.max=1.09458 | min_pressure=26.0843 | max_pressure=481.868 | min_temperature=113.133 | max_temperature=459.539 | memory_usage.max=2205.81
step.max=835 | t_sim.max=0.00020875 | t_step.max=1.0947 | min_pressure=33.7329 | max_pressure=481.862 | min_temperature=135.93 | max_temperature=459.537 | memory_usage.max=2209.88
step.max=836 | t_sim.max=0.000209 | t_step.max=1.09477 | min_pressure=56.0534 | max_pressure=481.856 | min_temperature=195.572 | max_temperature=459.536 | memory_usage.max=2209.88
step.max=837 | t_sim.max=0.00020925 | t_step.max=1.09557 | min_pressure=87.3567 | max_pressure=481.85 | min_temperature=258.751 | max_temperature=459.535 | memory_usage.max=2213.38
step.max=838 | t_sim.max=0.0002095 | t_step.max=1.09527 | min_pressure=73.3543 | max_pressure=481.844 | min_temperature=259.269 | max_temperature=459.533 | memory_usage.max=2213.38
step.max=839 | t_sim.max=0.00020975 | t_step.max=1.09611 | min_pressure=55.8839 | max_pressure=481.838 | min_temperature=217.318 | max_temperature=459.532 | memory_usage.max=2213.38
step.max=840 | t_sim.max=0.00021 | t_step.max=1.09607 | min_pressure=38.5908 | max_pressure=481.832 | min_temperature=162.756 | max_temperature=459.531 | memory_usage.max=2217.5
step.max=841 | t_sim.max=0.00021025 | t_step.max=1.09551 | min_pressure=27.4308 | max_pressure=481.826 | min_temperature=119.827 | max_temperature=459.53 | memory_usage.max=2217.5
step.max=842 | t_sim.max=0.0002105 | t_step.max=1.09648 | min_pressure=28.3182 | max_pressure=481.82 | min_temperature=119.219 | max_temperature=459.528 | memory_usage.max=2221.44
